engine_id,cycle,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
SYN-ENG-005,178,643.371484,1605.276051,1424.601298,21.61,552.1623261,2388.230036,9046.258709,47.9959546,520.2094779,2388.198668,8116.45014,8.477623176,394.9821168,38.64852762,23.17549974
SYN-ENG-005,179,642.851166,1592.675622,1429.397503,21.61,551.5861733,2388.260453,9044.171341,48.01606757,520.3791453,2388.180882,8116.969759,8.494018962,394.9779952,38.76892868,23.18668787
SYN-ENG-005,180,643.5751466,1599.75788,1417.041304,21.61,552.9182712,2388.209579,9039.30092,47.84657951,519.8470109,2388.279099,8122.506855,8.473302469,394.9861206,38.86111665,23.00785406
SYN-ENG-005,181,643.438885,1596.609822,1420.730534,21.61,551.8241949,2388.228715,9038.303718,48.10160025,520.425291,2388.229092,8114.720576,8.471405752,397.0100234,38.34060278,23.16552216
SYN-ENG-005,182,644.2013576,1602.030655,1426.72917,21.61,551.9133121,2388.260678,9041.014443,47.98278679,520.4723449,2388.251461,8119.691591,8.515165839,396.9737444,38.4273592,23.18027038
SYN-ENG-005,183,643.2428591,1597.221248,1418.996618,21.61,551.3966257,2388.209664,9041.15111,48.03431955,520.0521909,2388.22871,8117.573975,8.504648406,396.0227723,38.5576423,23.12988691
SYN-ENG-005,184,644.0618215,1605.42871,1432.616864,21.61,550.9972456,2388.2409,9047.905797,48.06974734,519.77472,2388.281412,8115.678612,8.513139978,394.9825926,38.43160972,23.01541952
SYN-ENG-005,185,643.7937456,1603.483834,1424.263881,21.61,551.6368944,2388.289019,9043.827764,48.15409967,519.8186512,2388.270557,8113.754875,8.498914732,395.0066271,38.51290639,23.07171258
SYN-ENG-005,186,643.5110216,1595.090078,1426.453575,21.61,552.5525933,2388.21062,9051.292032,48.11904731,520.0719819,2388.248758,8123.433532,8.522420068,397.0165002,38.47114122,23.05827301
SYN-ENG-005,187,643.3111286,1592.041792,1427.246908,21.61,551.0918311,2388.291227,9037.571731,48.22755671,519.5160145,2388.280927,8115.897333,8.521357968,395.9981936,38.42328555,23.08184639
SYN-ENG-005,188,643.7444242,1602.348235,1422.666913,21.61,551.9371491,2388.309821,9037.963804,48.00038967,519.7972292,2388.229901,8117.778715,8.521059745,396.0160313,38.50849535,22.958096
